date,wan_dis,wan_b1,sm_dis,sm_b1,gm_dis,gm_b1,ra_dis,ra_b1
2019-12-09,144,147.8,278.19613780193595,364.04968195119574,259.6947692307693,266.54782564102567,78.72924910014795,355.68840062754475
2019-12-10,131,141.1,248.66501739210145,362.15508387583327,236.25010256410255,254.46480512820514,113.61259293792791,360.46760623739317
2019-12-11,121,136.6,244.63023664099768,359.8131356054335,218.2157435897436,246.3493435897436,135.14550235992925,369.5755032491002
2019-12-12,117,133.7,352.0336935238893,358.843722550706,211.002,241.1193794871795,1091.4811250119626,381.2790723178005
2019-12-13,115,132.3,288.14170810266563,369.3558560089943,207.3951282051282,238.59456923076925,410.42571663688074,488.7655728100561
2019-12-14,109,131,237.08535352186288,356.65214538324733,196.57451282051284,236.25010256410258,126.51050690448986,465.28671057806685
2019-12-15,101,128,203.94557822476855,338.4520521853386,182.14702564102564,230.83979487179488,68.92825346776095,451.1782715913671
2019-12-16,99.3,125.3,209.4502897016637,332.07402173667595,179.08119011903415,225.97051794871797,207.3819112771684,449.649421023171
2019-12-17,115,123.13,439.967021971128,313.31821360358185,207.3951282051282,222.057062601647,1020.4684779512168,409.0217815893091
2019-12-18,146,120.53,589.5942438101137,289.6603107766641,263.30164102564106,217.36812926831368,399.3808870465664,343.6507500541045
2019-12-19,155,119.83,420.4691263039412,309.1709280691127,279.5325641025641,216.10572414010855,1150.837849796921,365.2064222694051
2019-12-20,155,120.93,353.6832772779245,323.39822691931323,279.5325641025641,218.08950362728802,1203.9609551368462,472.4172823390824
2019-12-21,147,123.33,262.9433901587087,333.90005290789554,265.1050769230769,222.41774978113418,810.0270412142257,581.4521185589742
2019-12-22,137,125.93,240.01887737491333,335.7313682596666,247.07071794871797,227.10668311446753,250.65010969526367,648.9402724444038
2019-12-23,124,127.93,202.08431194008895,324.529886644769,223.6260512820513,230.7135549093393,102.60972283414095,564.857170912734
2019-12-24,115,128.83,187.86452760372072,315.92414702851136,207.3951282051282,232.3366472170316,150.56189569863434,534.07557153246
2019-12-25,104,129.43,175.8159379048439,311.00206443669714,187.55733333333336,233.41870875549316,90.75894186173164,536.4807104118745
2019-12-26,95.6,129.73,161.12304605801464,308.1891004047047,172.40846904304703,233.95973952472394,215.65526939000796,538.6637792512715
2019-12-27,90.3,129.36,165.64916107380438,303.35637604033974,162.8502670421111,233.29246741712524,325.07803901038153,539.4911150625554
2019-12-28,85.7,126.89,176.04961334386292,275.9245899506074,154.55445090660686,228.83798130082351,326.5651082502271,469.95207116847195
2019-12-29,86.6,120.86,185.2177821950984,234.57012690398233,156.17754596612392,217.9632622889201,215.5049347392187,462.67049328883803
2019-12-30,87.4,114.02,278.61693871325735,211.04499249309805,157.62030018772225,205.6277604752761,900.4448847612232,369.1372017830678
2019-12-31,134,107.26,880.5402770650124,203.53835863663133,241.66041025641027,193.43653408379188,2036.646615124554,338.7855947455055
2020-01-01,256,105.96,1085.1630146392065,265.2980473272617,461.67958974358976,191.09206741712524,1732.1301231459377,461.4475521365383
2020-01-02,288,117.86,380.5786915735514,349.81246105369104,519.3895384615386,212.5529545966124,232.2580036960938,609.5955534816057
2020-01-03,366,134.26,1352.143588159128,367.6618990170373,660.0575384615385,242.12930331456113,3545.056093049321,622.560381567801
2020-01-04,574,159.36,1211.2188539126005,484.089805072578,1035.1722051282052,287.39554434020215,723.9966889443658,962.0098013028697
2020-01-05,514,206.36,626.861428000019,587.6300966733537,926.9660512820512,372.1570315196893,880.1627359298261,1025.3335760111331
2020-01-06,425,248.2,453.95979605817655,634.2039348675542,766.4602564102564,447.61278974358976,354.632600442544,1091.7843226651148
2020-01-07,349,281.67,496.493312963531,663.0349983659913,629.3991282051282,507.9737886804043,732.5715103827085,1094.7397788083313
2020-01-08,293,308,425.5374583981768,695.07936832795815,528.406717948718,555.4582564102565,271.5558961706999,1135.3404190215792
2020-01-09,245,328.64,309.26538264482656,719.111335948266,441.8417948717948,592.6811736085158,132.1082306158109,1140.9455151647273
2020-01-10,211,344.4,283.4310703619759,722.1761803414229,380.5249743589744,621.1033230769231,883.233668135503,1064.1118497501861
2020-01-11,182,352.1,261.77857037833314,662.4652596711193,328.22533333333337,634.9897794871795,345.9909132618201,948.7705550512811
2020-01-12,159,344.7,241.7280448456401,580.1268152450319,286.7463076923077,621.6443538461539,118.89903515974228,810.1566340628693
2020-01-13,136,331.8,212.38769185660368,566.2417505722408,245.26728205128205,598.3800307692308,60.3056799571793,798.8207372092342
2020-01-14,117,308.8,201.7900077045905,452.26616094198835,211.002,556.9010051282052,35.22454384794687,450.34569590001996
2020-01-15,99.8,263.1,179.69868885554473,351.32327632118734,179.9829080677521,474.4839846153846,23.070116008251688,381.4684813903781
2020-01-16,88.1,221.68,175.70846239923776,306.6070024067399,158.8826998122778,399.7856702939547,20.885392223852868,295.75921939822064
2020-01-17,80.5,187.99,171.40897352264486,278.781869040846,145.17658974358977,339.02791463415684,20.14424174562367,262.3844985763515
2020-01-18,75.6,161.14,173.67318702133187,246.2734350967574,136.33975109432905,290.605660788003,323.24462295888986,191.14177171264305
2020-01-19,87.9,139.4,559.120516161968,221.0870079590729,158.52201813644018,251.3989641025641,4080.0402084283446,196.31064439146206
2020-01-20,123,123.69,832.8545563192762,246.07252131078707,221.82261538461535,223.06698642902865,1791.8581054539893,591.1038421727154
2020-01-21,153,114.89,529.82395654766,301.0148699065171,275.9256923076923,207.19675053159273,437.8415635048243,681.9662859045641
2020-01-22,157,111.99,438.2056327041392,327.8194085234498,283.1394358974359,201.96678642902864,353.9827456462022,691.1513509288645
2020-01-23,167,111.78999999999999,728.241613813633,347.46716730929967,301.1737948717949,201.60609924954144,1232.1002075951062,714.6597219775105
2020-01-24,196,114.89,917.2739609352036,399.0525595050026,353.47343589743593,207.19675053159273,683.320358854912,831.8391747413032
2020-01-25,214,122.78999999999999,635.0490659260134,470.6009548280639,385.93528205128206,221.4438941213363,436.4224785100129,896.6487562419996
