Date,Watershed_group,Q
2018-03-25T07:00:00Z,Q_GM,136.15941025641024
2018-03-25T07:00:00Z,Q_SM,155.38779306227605
2018-03-25T07:00:00Z,Q_RA,697.393659760851
2018-03-26T07:00:00Z,Q_Total,1927.4259946402053
2018-03-26T07:00:00Z,Q_GM,136.52009193224788
2018-03-26T07:00:00Z,Q_SM,175.37068008821092
2018-03-26T07:00:00Z,Q_RA,1615.5352226197465
2018-03-27T07:00:00Z,Q_Total,1934.3131199823001
2018-03-27T07:00:00Z,Q_GM,173.31018699176497
2018-03-27T07:00:00Z,Q_SM,253.167739802582
2018-03-27T07:00:00Z,Q_RA,1507.835193187953
2018-03-28T07:00:00Z,Q_Total,661.1058608278413
2018-03-28T07:00:00Z,Q_GM,194.77107692307692
2018-03-28T07:00:00Z,Q_SM,233.4949431651646
2018-03-28T07:00:00Z,Q_RA,232.8398407395999
2018-03-29T07:00:00Z,Q_Total,1463.3808939030694
2018-03-29T07:00:00Z,Q_GM,198.37794871794873
2018-03-29T07:00:00Z,Q_SM,239.79946299812238
2018-03-29T07:00:00Z,Q_RA,1025.2034821869984
2018-03-30T07:00:00Z,Q_Total,1620.9228599796572
2018-03-30T07:00:00Z,Q_GM,214.6088717948718
2018-03-30T07:00:00Z,Q_SM,347.0002811090192
2018-03-30T07:00:00Z,Q_RA,1059.3137070757662
2018-03-31T07:00:00Z,Q_Total,625.8330348621888
2018-03-31T07:00:00Z,Q_GM,212.80543589743587
2018-03-31T07:00:00Z,Q_SM,252.55961355896295
2018-03-31T07:00:00Z,Q_RA,160.46798540579002
2018-04-01T07:00:00Z,Q_Total,566.8293626634583
2018-04-01T07:00:00Z,Q_GM,214.6088717948718
2018-04-01T07:00:00Z,Q_SM,225.2068638353075
2018-04-01T07:00:00Z,Q_RA,127.01362703327896
2018-04-02T07:00:00Z,Q_Total,509.8983047749365
2018-04-02T07:00:00Z,Q_GM,203.7882564102564
2018-04-02T07:00:00Z,Q_SM,192.52345598063312
2018-04-02T07:00:00Z,Q_RA,113.58659238404698
2018-04-03T07:00:00Z,Q_Total,953.2604664827692
2018-04-03T07:00:00Z,Q_GM,200.18138461538462
2018-04-03T07:00:00Z,Q_SM,185.0303426998942
2018-04-03T07:00:00Z,Q_RA,568.0487391674902
2018-04-04T07:00:00Z,Q_Total,575.5613674438131
2018-04-04T07:00:00Z,Q_GM,187.55733333333336
2018-04-04T07:00:00Z,Q_SM,183.2256170959301
2018-04-04T07:00:00Z,Q_RA,204.7784170145497
2018-04-05T07:00:00Z,Q_Total,1130.955650577077
2018-04-05T07:00:00Z,Q_GM,175.47431832416237
2018-04-05T07:00:00Z,Q_SM,343.9671203895571
2018-04-05T07:00:00Z,Q_RA,611.5142118633576
2018-04-06T07:00:00Z,Q_Total,1650.2643344821668
2018-04-06T07:00:00Z,Q_GM,191.16420512820514
2018-04-06T07:00:00Z,Q_SM,543.6170039135952
2018-04-06T07:00:00Z,Q_RA,915.4831254403662
2018-04-07T07:00:00Z,Q_Total,1055.917496269779
2018-04-07T07:00:00Z,Q_GM,205.5916923076923
2018-04-07T07:00:00Z,Q_SM,499.58073548948676
2018-04-07T07:00:00Z,Q_RA,350.74506847259994
2018-04-08T07:00:00Z,Q_Total,875.0098934544517
2018-04-08T07:00:00Z,Q_GM,221.82261538461535
2018-04-08T07:00:00Z,Q_SM,466.78210548257346
2018-04-08T07:00:00Z,Q_RA,186.40517258726265
2018-04-09T07:00:00Z,Q_Total,1095.2040998615623
2018-04-09T07:00:00Z,Q_GM,232.6432307692308
2018-04-09T07:00:00Z,Q_SM,547.361600969713
2018-04-09T07:00:00Z,Q_RA,315.19926812261855
2018-04-10T07:00:00Z,Q_Total,1254.0872375612346
2018-04-10T07:00:00Z,Q_GM,250.67758974358975
2018-04-10T07:00:00Z,Q_SM,627.6192328582686
2018-04-10T07:00:00Z,Q_RA,375.79041495937633
2018-04-11T07:00:00Z,Q_Total,1557.7351361093981
2018-04-11T07:00:00Z,Q_GM,238.05353846153844
2018-04-11T07:00:00Z,Q_SM,589.6650069490885
2018-04-11T07:00:00Z,Q_RA,730.0165906987713
2018-04-12T07:00:00Z,Q_Total,904.8564003124062
2018-04-12T07:00:00Z,Q_GM,245.26728205128205
2018-04-12T07:00:00Z,Q_SM,404.00352594982274
2018-04-12T07:00:00Z,Q_RA,255.5855923113015
2018-04-13T07:00:00Z,Q_Total,1644.8515649029453
2018-04-13T07:00:00Z,Q_GM,241.66041025641027
2018-04-13T07:00:00Z,Q_SM,411.5959931503454
2018-04-13T07:00:00Z,Q_RA,991.5951614961893
2018-04-14T07:00:00Z,Q_Total,1460.8853157342373
2018-04-14T07:00:00Z,Q_GM,252.4810256410256
2018-04-14T07:00:00Z,Q_SM,458.83226582037787
2018-04-14T07:00:00Z,Q_RA,749.5720242728339
2018-04-15T07:00:00Z,Q_Total,836.180568829293
2018-04-15T07:00:00Z,Q_GM,252.4810256410256
2018-04-15T07:00:00Z,Q_SM,329.8478969689456
2018-04-15T07:00:00Z,Q_RA,253.85164621932176
2018-04-16T07:00:00Z,Q_Total,627.3001834493634
2018-04-16T07:00:00Z,Q_GM,239.85697435897436
2018-04-16T07:00:00Z,Q_SM,284.41237693559503
2018-04-16T07:00:00Z,Q_RA,103.03083215479406
2018-04-17T07:00:00Z,Q_Total,617.4662112588661
2018-04-17T07:00:00Z,Q_GM,227.2329230769231
2018-04-17T07:00:00Z,Q_SM,289.2579961572146
2018-04-17T07:00:00Z,Q_RA,100.97529202472847
2018-04-18T07:00:00Z,Q_Total,642.0380096396578
2018-04-18T07:00:00Z,Q_GM,216.4123076923077
2018-04-18T07:00:00Z,Q_SM,266.3414578659382
2018-04-18T07:00:00Z,Q_RA,159.28424408141203
2018-04-19T07:00:00Z,Q_Total,973.9297508119797
2018-04-19T07:00:00Z,Q_GM,203.7882564102564
2018-04-19T07:00:00Z,Q_SM,262.27095333392595
2018-04-19T07:00:00Z,Q_RA,507.8705410677974
2018-04-20T07:00:00Z,Q_Total,1649.76351889031
2018-04-20T07:00:00Z,Q_GM,198.37794871794873
2018-04-20T07:00:00Z,Q_SM,382.95133569692905
2018-04-20T07:00:00Z,Q_RA,1068.4342344754325
2018-04-21T07:00:00Z,Q_Total,1765.4182365954105
2018-04-21T07:00:00Z,Q_GM,201.9848205128205
2018-04-21T07:00:00Z,Q_SM,503.44891092241716
2018-04-21T07:00:00Z,Q_RA,1059.9845051601728
2018-04-22T07:00:00Z,Q_Total,702.8636831006424
2018-04-22T07:00:00Z,Q_GM,205.5916923076923
2018-04-22T07:00:00Z,Q_SM,327.91598740422427
2018-04-22T07:00:00Z,Q_RA,169.35600338872592
2018-04-23T07:00:00Z,Q_Total,589.0708925893842
2018-04-23T07:00:00Z,Q_GM,198.37794871794873
2018-04-23T07:00:00Z,Q_SM,302.4991582668747
2018-04-23T07:00:00Z,Q_RA,88.1937856045609
2018-04-24T07:00:00Z,Q_Total,657.1210512416516
2018-04-24T07:00:00Z,Q_GM,198.37794871794873
2018-04-24T07:00:00Z,Q_SM,389.3355447672453
2018-04-24T07:00:00Z,Q_RA,69.40755775645748
2018-04-25T07:00:00Z,Q_Total,839.9281474963427
2018-04-25T07:00:00Z,Q_GM,209.1985641025641
2018-04-25T07:00:00Z,Q_SM,558.4330468040571
2018-04-25T07:00:00Z,Q_RA,72.29653658972141
2018-04-26T07:00:00Z,Q_Total,1117.5223677138295
2018-04-26T07:00:00Z,Q_GM,247.07071794871797
2018-04-26T07:00:00Z,Q_SM,796.0975675144483
2018-04-26T07:00:00Z,Q_RA,74.35408225066318
2018-04-27T07:00:00Z,Q_Total,1421.3798100821182
2018-04-27T07:00:00Z,Q_GM,322.8150256410256
2018-04-27T07:00:00Z,Q_SM,1023.8327681352655
2018-04-27T07:00:00Z,Q_RA,74.73201630582724
2018-04-28T07:00:00Z,Q_Total,1562.4242956349208
2018-04-28T07:00:00Z,Q_GM,418.3971282051282
2018-04-28T07:00:00Z,Q_SM,1078.3723194867953
2018-04-28T07:00:00Z,Q_RA,65.65484794299721
2018-04-29T07:00:00Z,Q_Total,1460.214358423662
2018-04-29T07:00:00Z,Q_GM,461.67958974358976
2018-04-29T07:00:00Z,Q_SM,953.8328521565036
2018-04-29T07:00:00Z,Q_RA,44.70191652356868
2018-04-30T07:00:00Z,Q_Total,1385.747954362315
2018-04-30T07:00:00Z,Q_GM,465.2864615384616
2018-04-30T07:00:00Z,Q_SM,890.8987991772126
